Study	Study_accession	Sample_type	Sample_group	Secondary_sample_accession	Run_accession	Sample_alias	Host	Common_name	Species	Subspeices	Kind	Habitat	Diet	Country	Other_sample_codes	Age_BP	avg_gc	avg_rl	No_reads_no_human
Pacific	NA	calculus	ancient_calculus	NA	NA	ANN003.A0101	Human	NA	NA	NA	NA	NA	NA	Rapa_Nui	NA	350	52	63.0316764387877	11146676
Pacific	NA	calculus	ancient_calculus	NA	NA	ANN004.A0101	Human	NA	NA	NA	NA	NA	NA	Rapa_Nui	NA	350	52	65.156764051961	10939434
Pacific	NA	calculus	ancient_calculus	NA	NA	AON001.A0101	Human	NA	NA	NA	NA	NA	NA	Rapa_Nui	NA	350	55	60.3085651512428	11021977
Pacific	NA	calculus	ancient_calculus	NA	NA	AON002.A0101	Human	NA	NA	NA	NA	NA	NA	Rapa_Nui	NA	350	51	56.7907006810307	9506180
Pacific	NA	Bone	Bone	NA	NA	ARS001.A0101	Bone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pacific	NA	Bone	Bone	NA	NA	ARS004.A0101	Bone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pacific	NA	Bone	Bone	NA	NA	ARS005.A0101	Bone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pacific	NA	Bone	Bone	NA	NA	ARS010.A0101	Bone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pacific	NA	Bone	Bone	NA	NA	ARS011.A0101	Bone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pacific	NA	Bone	Bone	NA	NA	ARS012.A0101	Bone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pacific	NA	Bone	Bone	NA	NA	ARS013.A0101	Bone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pacific	NA	Bone	Bone	NA	NA	ARS015.A0101	Bone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pacific	NA	Bone	Bone	NA	NA	ARS017.A0101	Bone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pacific	NA	Bone	Bone	NA	NA	ARS020.A0101	Bone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pacific	NA	calculus	ancient_calculus	NA	NA	ATT001.A0101	Human	NA	NA	NA	NA	NA	NA	Rapa_Nui	NA	350	54	69.544955708507	12906203
Pacific	NA	calculus	ancient_calculus	NA	NA	ATT002.A0101	Human	NA	NA	NA	NA	NA	NA	Rapa_Nui	NA	350	56	70.7001269503766	11082283
Pacific	NA	calculus	ancient_calculus	NA	NA	EFE002.B0101	Human	NA	NA	NA	NA	NA	NA	Efate	NA	653	52	57.8608765132474	11241222
Pacific	NA	calculus	ancient_calculus	NA	NA	EFE003.B0101	Human	NA	NA	NA	NA	NA	NA	Efate	NA	215	49	56.6579801905237	10968084
Pacific	NA	calculus	ancient_calculus	NA	NA	EFE004.B0101	Human	NA	NA	NA	NA	NA	NA	Efate	NA	140	55	65.0953790384891	11845024
Pacific	NA	calculus	ancient_calculus	NA	NA	EFE005.B0101	Human	NA	NA	NA	NA	NA	NA	Efate	NA	155	54	61.4297907714972	11403800
Pacific	NA	calculus	ancient_calculus	NA	NA	EFE006.B0101	Human	NA	NA	NA	NA	NA	NA	Efate	NA	150	53	62.5048736828104	10894123
Pacific	NA	calculus	ancient_calculus	NA	NA	EXB037.A2901	Blank	NA	NA	NA	NA	NA	NA	Spain	NA	NA	NA	NA	NA
Pacific	NA	calculus	ancient_calculus	NA	NA	EXB037.A3001	Blank	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pacific	NA	calculus	ancient_calculus	NA	NA	EXB037.A3101	Blank	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pacific	NA	calculus	ancient_calculus	NA	NA	EXB037.A3201	Blank	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pacific	NA	calculus	ancient_calculus	NA	NA	EXB037.A3301	Blank	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pacific	NA	calculus	ancient_calculus	NA	NA	EXB037.A3401	Blank	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pacific	NA	calculus	ancient_calculus	NA	NA	FUT018.B0101	Human	NA	NA	NA	NA	NA	NA	Futuna	NA	275	60	55.8592744195045	8642487
Pacific	NA	calculus	ancient_calculus	NA	NA	FUT021.B0101	Human	NA	NA	NA	NA	NA	NA	Futuna	NA	275	63	47.1657389477081	7362862
Pacific	NA	calculus	ancient_calculus	NA	NA	FUT024.B0101	Human	NA	NA	NA	NA	NA	NA	Futuna	NA	390	51	49.5885232483539	8353043
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-01-00-01_S1	Human	NA	NA	NA	NA	NA	NA	Efate_3000	NA	2825	58	43.5662764712346	3130568
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-02-00-01_S2	Human	NA	NA	NA	NA	NA	NA	Efate_3000	NA	2825	59	46.5608739122351	4361811
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-03-00-01_S3	Human	NA	NA	NA	NA	NA	NA	Efate_3000	NA	2825	59	44.1452056680422	5505887
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-04-00-01_S4	Human	NA	NA	NA	NA	NA	NA	Efate_3000	NA	2518	61	52.2183264588954	5365772
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-05-00-01_S5	Human	NA	NA	NA	NA	NA	NA	Efate_3000	NA	2825	59	38.0310509705844	5510649
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-06-00-01_S6	Human	NA	NA	NA	NA	NA	NA	Efate_3000	NA	2825	55	47.2434040954571	24425308
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-07-00-01_S7	Human	NA	NA	NA	NA	NA	NA	Efate_3000	NA	2825	60	42.1703701842824	7403907
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-08-00-01_S8	Human	NA	NA	NA	NA	NA	NA	Efate_3000	NA	2825	58	57.8708659980053	11373271
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-09-00-01_S9	Human	NA	NA	NA	NA	NA	NA	Efate_3000	NA	2825	54	49.9398824083784	17089823
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-10-00-01_S10	Human	NA	NA	NA	NA	NA	NA	Efate_3000	NA	2825	59	46.332833587022	3931328
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-11-00-01_S11	Human	NA	NA	NA	NA	NA	NA	Uripiv	NA	2400	61	40.1757597034142	3828369
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-12-00-01_S12	Human	NA	NA	NA	NA	NA	NA	Uripiv	NA	2295	58	50.2431921229255	7967425
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-13-00-01_S13	Blank	NA	NA	NA	NA	NA	NA	NA	NA	0	60	48.7551260055509	7379040
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-14-00-01_S14	Human	NA	NA	NA	NA	NA	NA	Vao	NA	2610	54	51.6842403257559	36272317
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-15-00-01_S15	Human	NA	NA	NA	NA	NA	NA	Vao	NA	2610	60	43.5312744494643	10687862
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-16-00-01_S16	Human	NA	NA	NA	NA	NA	NA	Vao	NA	2499	56	45.0210754815553	16428901
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-17-00-01_S17	Human	NA	NA	NA	NA	NA	NA	Efate_3000	NA	2825	58	47.8043329329387	11048267
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-18-00-01_S18	Human	NA	NA	NA	NA	NA	NA	Uripiv	NA	2500	59	51.8606633543072	7419082
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-19-00-01_S19	Blank	NA	NA	NA	NA	NA	NA	NA	NA	0	52	65.5477028836564	6672605
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-20-00-01_S20	Human	NA	NA	NA	NA	NA	NA	Uripiv	NA	2075	52	61.4451418815834	5771926
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-21-00-01_S21	Human	NA	NA	NA	NA	NA	NA	Uripiv	NA	1810	58	49.0751871940006	6259816
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-22-00-01_S22	Human	NA	NA	NA	NA	NA	NA	Watom	NA	2500	51	66.0781347380039	5574166
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-23-00-01_S23	Human	NA	NA	NA	NA	NA	NA	Efate_3000	NA	2825	51	60.3343383348603	4713094
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-24-00-01_S24	Human	NA	NA	NA	NA	NA	NA	Efate_3000	NA	2502	53	63.5034871294118	5691931
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-25-00-01_S25	Human	NA	NA	NA	NA	NA	NA	Efate_3000	NA	2825	52	62.1390307238312	4686590
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-26-00-01_S26	Human	NA	NA	NA	NA	NA	NA	Vao	NA	2200	51	54.6003985131272	7124483
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-27-00-01_S27	Human	NA	NA	NA	NA	NA	NA	Vao	NA	2100	52	65.9078945736263	3627745
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-28-00-01_S28	Human	NA	NA	NA	NA	NA	NA	Watom	NA	2500	60	43.0942162763912	7059587
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-29-00-01_S29	Human	NA	NA	NA	NA	NA	NA	Efate_3000	NA	2825	52	61.5762764617291	4465978
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-31-00-01_S31	Human	NA	NA	NA	NA	NA	NA	Efate_3000	NA	2825	53	65.2004059558732	3956095
Pacific	NA	blank	blank	NA	NA	HCLVMBCX2-3505-32-00-01_S32	Blank	NA	NA	NA	NA	NA	NA	NA	NA	0	58	78.1374690399648	4241355
Pacific	NA	calculus	ancient_calculus	NA	NA	HCLVMBCX2-3505-33-00-01_S33	Human	NA	NA	NA	NA	NA	NA	Uripiv	NA	1880	40	74.0381960688418	2118307
Pacific	NA	blank	blank	NA	NA	LIB027.A0136	Blank	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pacific	NA	blank	blank	NA	NA	LIB030.A0112	Blank	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pacific	NA	blank	blank	NA	NA	LIB030.A0113	Blank	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pacific	NA	blank	blank	NA	NA	LIB030.A0114	Blank	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pacific	NA	blank	blank	NA	NA	LIB030.A0115	Blank	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pacific	NA	calculus	ancient_calculus	NA	NA	NMU001.A0101	Bone	NA	NA	NA	NA	NA	NA	Taumako_Duff_Islands	NA	NA	NA	NA	NA
Pacific	NA	calculus	ancient_calculus	NA	NA	NMU009.A0101	Bone	NA	NA	NA	NA	NA	NA	Taumako_Duff_Islands	NA	NA	NA	NA	NA
Pacific	NA	calculus	ancient_calculus	NA	NA	NMU014.A0101	Bone	NA	NA	NA	NA	NA	NA	Taumako_Duff_Islands	NA	NA	NA	NA	NA
Pacific	NA	calculus	ancient_calculus	NA	NA	NMU020.A0101	Bone	NA	NA	NA	NA	NA	NA	Taumako_Duff_Islands	NA	NA	NA	NA	NA
Pacific	NA	calculus	ancient_calculus	NA	NA	NMU021.A0101	Bone	NA	NA	NA	NA	NA	NA	Taumako_Duff_Islands	NA	NA	NA	NA	NA
Pacific	NA	calculus	ancient_calculus	NA	NA	NMU047.A0101	Bone	NA	NA	NA	NA	NA	NA	Taumako_Duff_Islands	NA	NA	NA	NA	NA
Pacific	NA	calculus	ancient_calculus	NA	NA	NMU059.A0101	Bone	NA	NA	NA	NA	NA	NA	Taumako_Duff_Islands	NA	NA	NA	NA	NA
Pacific	NA	calculus	ancient_calculus	NA	NA	NMU065.A0101	Bone	NA	NA	NA	NA	NA	NA	Taumako_Duff_Islands	NA	NA	NA	NA	NA
Pacific	NA	calculus	ancient_calculus	NA	NA	NMU067.A0101	Bone	NA	NA	NA	NA	NA	NA	Taumako_Duff_Islands	NA	NA	NA	NA	NA
Pacific	NA	calculus	ancient_calculus	NA	NA	NMU089.A0101	Bone	NA	NA	NA	NA	NA	NA	Taumako_Duff_Islands	NA	NA	NA	NA	NA
Pacific	NA	calculus	ancient_calculus	NA	NA	NMU115.A0101	Human	NA	NA	NA	NA	NA	NA	Taumako_Duff_Islands	NA	485	53	60.61820323637	10204581
Pacific	NA	calculus	ancient_calculus	NA	NA	NMU116.A0101	Human	NA	NA	NA	NA	NA	NA	Taumako_Duff_Islands	NA	485	61	60.1946045722732	5476007
Pacific	NA	calculus	ancient_calculus	NA	NA	NMU117.A0101	Human	NA	NA	NA	NA	NA	NA	Taumako_Duff_Islands	NA	485	55	63.9094013330744	11228631
Pacific	NA	calculus	ancient_calculus	NA	NA	NMU118.A0101	Human	NA	NA	NA	NA	NA	NA	Taumako_Duff_Islands	NA	485	53	60.2596030838708	10760762
Pacific	NA	calculus	ancient_calculus	NA	NA	NMU119.A0101	Human	NA	NA	NA	NA	NA	NA	Taumako_Duff_Islands	NA	485	60	56.5186693186807	10942124
Pacific	NA	calculus	ancient_calculus	NA	NA	NMU120.A0101	Human	NA	NA	NA	NA	NA	NA	Taumako_Duff_Islands	NA	485	55	60.6873774909166	13762755
Pacific	NA	calculus	ancient_calculus	NA	NA	NMU121.A0101	Human	NA	NA	NA	NA	NA	NA	Taumako_Duff_Islands	NA	485	54	66.9187117553671	11085379
Pacific	NA	calculus	ancient_calculus	NA	NA	NMU122.A0101	Human	NA	NA	NA	NA	NA	NA	Taumako_Duff_Islands	NA	485	55	59.1628236759934	11904227
Pacific	NA	calculus	ancient_calculus	NA	NA	NMU123.A0101	Human	NA	NA	NA	NA	NA	NA	Taumako_Duff_Islands	NA	485	55	59.8720521507886	6490410
Pacific	NA	calculus	ancient_calculus	NA	NA	NMU124.A0101	Human	NA	NA	NA	NA	NA	NA	Taumako_Duff_Islands	NA	485	58	56.0491442917941	11144570
Pacific	NA	calculus	ancient_calculus	NA	NA	NMU125.A0101	Human	NA	NA	NA	NA	NA	NA	Taumako_Duff_Islands	NA	485	54	61.1297603647241	10609665
Pacific	NA	calculus	ancient_calculus	NA	NA	NMU126.A0101	Human	NA	NA	NA	NA	NA	NA	Taumako_Duff_Islands	NA	485	56	57.8561514590797	10600038
Pacific	NA	calculus	ancient_calculus	NA	NA	NMU127.A0101	Human	NA	NA	NA	NA	NA	NA	Taumako_Duff_Islands	NA	485	54	62.9704062410048	10067866
Pacific	NA	calculus	ancient_calculus	NA	NA	NMU128.A0101	Human	NA	NA	NA	NA	NA	NA	Taumako_Duff_Islands	NA	485	54	61.9940571513082	11332444
Pacific	NA	calculus	ancient_calculus	NA	NA	NMU129.A0101	Human	NA	NA	NA	NA	NA	NA	Taumako_Duff_Islands	NA	485	54	50.634347816601	9166900
Pacific	NA	calculus	ancient_calculus	NA	NA	NMU130.A0101	Human	NA	NA	NA	NA	NA	NA	Taumako_Duff_Islands	NA	485	58	57.644111000467	12656199
Pacific	NA	calculus	ancient_calculus	NA	NA	NMU131.A0101	Human	NA	NA	NA	NA	NA	NA	Taumako_Duff_Islands	NA	485	63	63.9462105052348	9302467
Pacific	NA	calculus	ancient_calculus	NA	NA	PAH001.A0102	Human	NA	NA	NA	NA	NA	NA	Flores	NA	3000	47	52.491643607284	8670368
Pacific	NA	calculus	ancient_calculus	NA	NA	PAH002.A0101	Human	NA	NA	NA	NA	NA	NA	Flores	NA	3000	45	47.7826017513873	11357511
Pacific	NA	calculus	ancient_calculus	NA	NA	PAH003.A0101	Human	NA	NA	NA	NA	NA	NA	Flores	NA	3000	54	49.7798339987419	8792343
Pacific	NA	calculus	ancient_calculus	NA	NA	RAP001.A0101	Human	NA	NA	NA	NA	NA	NA	Rapa_Nui	NA	350	51	66.5198019192165	13800632
Pacific	NA	calculus	ancient_calculus	NA	NA	RAP002.A0101	Human	NA	NA	NA	NA	NA	NA	Rapa_Nui	NA	350	49	69.0138895083112	10359114
Pacific	NA	calculus	ancient_calculus	NA	NA	SIG001.A0101	Bone	NA	NA	NA	NA	NA	NA	Viti_Levu	NA	1500	NA	NA	NA
Pacific	NA	calculus	ancient_calculus	NA	NA	SIG002.A0101	Bone	NA	NA	NA	NA	NA	NA	Viti_Levu	NA	1500	NA	NA	NA
Pacific	NA	calculus	ancient_calculus	NA	NA	SIG004.A0101	Bone	NA	NA	NA	NA	NA	NA	Viti_Levu	NA	1500	NA	NA	NA
Pacific	NA	calculus	ancient_calculus	NA	NA	SIG005.A0101	Bone	NA	NA	NA	NA	NA	NA	Viti_Levu	NA	1500	NA	NA	NA
Pacific	NA	calculus	ancient_calculus	NA	NA	SIG010.A0101	Bone	NA	NA	NA	NA	NA	NA	Viti_Levu	NA	1500	NA	NA	NA
Pacific	NA	calculus	ancient_calculus	NA	NA	SIG018.A0101	Bone	NA	NA	NA	NA	NA	NA	Viti_Levu	NA	1500	NA	NA	NA
Pacific	NA	calculus	ancient_calculus	NA	NA	SIG021.A0101	Bone	NA	NA	NA	NA	NA	NA	Viti_Levu	NA	1500	NA	NA	NA
Pacific	NA	calculus	ancient_calculus	NA	NA	SIG024.A0101	Bone	NA	NA	NA	NA	NA	NA	Viti_Levu	NA	1500	NA	NA	NA
Pacific	NA	calculus	ancient_calculus	NA	NA	SIG025.A0101	Bone	NA	NA	NA	NA	NA	NA	Viti_Levu	NA	1500	NA	NA	NA
Pacific	NA	calculus	ancient_calculus	NA	NA	SIG026.A0101	Bone	NA	NA	NA	NA	NA	NA	Viti_Levu	NA	1500	NA	NA	NA
Pacific	NA	calculus	ancient_calculus	NA	NA	SIG031.A0101	Human	NA	NA	NA	NA	NA	NA	Viti_Levu	NA	1500	45	66.5702835936055	11367781
Pacific	NA	calculus	ancient_calculus	NA	NA	SIG032.A0101	Human	NA	NA	NA	NA	NA	NA	Viti_Levu	NA	1500	46	62.9548968023055	11841156
Pacific	NA	calculus	ancient_calculus	NA	NA	SIG033.A0101	Human	NA	NA	NA	NA	NA	NA	Viti_Levu	NA	1500	49	63.6065467428457	11503247
Pacific	NA	calculus	ancient_calculus	NA	NA	SIG034.A0101	Human	NA	NA	NA	NA	NA	NA	Viti_Levu	NA	1500	64	78.7615325772007	12999306
Pacific	NA	calculus	ancient_calculus	NA	NA	SIG035.A0101	Human	NA	NA	NA	NA	NA	NA	Viti_Levu	NA	1500	59	61.7326298463214	11761885
Pacific	NA	calculus	ancient_calculus	NA	NA	SIG036.A0101	Human	NA	NA	NA	NA	NA	NA	Viti_Levu	NA	1500	62	77.383077980207	11658561
Pacific	NA	calculus	ancient_calculus	NA	NA	SIG037.A0101	Human	NA	NA	NA	NA	NA	NA	Viti_Levu	NA	1500	61	69.3261603491078	11502465
Pacific	NA	calculus	ancient_calculus	NA	NA	SIG038.A0101	Human	NA	NA	NA	NA	NA	NA	Viti_Levu	NA	1500	62	79.2210691038597	6374984
Pacific	NA	calculus	ancient_calculus	NA	NA	SIG039.A0101	Human	NA	NA	NA	NA	NA	NA	Viti_Levu	NA	1500	49	77.4601101786385	10763974
Pacific	NA	calculus	ancient_calculus	NA	NA	SIG040.A0101	Human	NA	NA	NA	NA	NA	NA	Viti_Levu	NA	1500	59	67.7519824012541	10423470
Pacific	NA	calculus	ancient_calculus	NA	NA	SIG040.A0201	Human	NA	NA	NA	NA	NA	NA	Viti_Levu	NA	1500	60	72.9661875557512	13254203
Pacific	NA	calculus	ancient_calculus	NA	NA	SIG041.A0101	Human	NA	NA	NA	NA	NA	NA	Viti_Levu	NA	1500	64	78.1259693353689	16238317
Pacific	NA	calculus	ancient_calculus	NA	NA	SIG042.A0101	Human	NA	NA	NA	NA	NA	NA	Viti_Levu	NA	1500	62	62.8548319094277	8521983
Pacific	NA	calculus	ancient_calculus	NA	NA	SIG043.A0101	Human	NA	NA	NA	NA	NA	NA	Viti_Levu	NA	1500	61	79.3256683790013	11495611
Pacific	NA	calculus	ancient_calculus	NA	NA	SIG044.A0101	Human	NA	NA	NA	NA	NA	NA	Viti_Levu	NA	1500	61	64.8922558543231	9763853
Pacific	NA	calculus	ancient_calculus	NA	NA	SIG045.A0101	Human	NA	NA	NA	NA	NA	NA	Viti_Levu	NA	1500	60	76.4693983932573	4090014
Pacific	NA	calculus	ancient_calculus	NA	NA	SIG046.A0101	Human	NA	NA	NA	NA	NA	NA	Viti_Levu	NA	1500	63	78.5362546705242	14154728
Pacific	NA	calculus	ancient_calculus	NA	NA	SIG046.A0201	Human	NA	NA	NA	NA	NA	NA	Viti_Levu	NA	1500	63	72.874911245189	13731650
Pacific	NA	calculus	ancient_calculus	NA	NA	SIG047.A0101	Human	NA	NA	NA	NA	NA	NA	Viti_Levu	NA	1500	58	65.3235592443703	10584550
Pacific	NA	calculus	ancient_calculus	NA	NA	TAP001.B0101	Human	NA	NA	NA	NA	NA	NA	Raiatea	NA	454	51	65.1956151724262	11516576
Pacific	NA	calculus	ancient_calculus	NA	NA	TAP003.B0101	Human	NA	NA	NA	NA	NA	NA	Raiatea	NA	454	50	65.3780454851693	10735851
Pacific	NA	calculus	ancient_calculus	NA	NA	TON001.C0101	Human	NA	NA	NA	NA	NA	NA	Tongatapu	NA	2675	56	54.1007906206658	9064524
Pacific	NA	calculus	ancient_calculus	NA	NA	TON003.B0101	Human	NA	NA	NA	NA	NA	NA	Tongatapu	NA	2675	54	50.2849090274184	8926151
Pacific	NA	calculus	ancient_calculus	NA	NA	TON004.B0101	Human	NA	NA	NA	NA	NA	NA	Tongatapu	NA	2675	46	46.0755544726479	11770779
Pacific	NA	calculus	ancient_calculus	NA	NA	TON005.B0101	Human	NA	NA	NA	NA	NA	NA	Tongatapu	NA	2675	55	56.9410111349602	14490667
Pacific	NA	calculus	ancient_calculus	NA	NA	TON006.B0101	Human	NA	NA	NA	NA	NA	NA	Tongatapu	NA	2675	52	45.6851720843216	9531461
Pacific	NA	calculus	ancient_calculus	NA	NA	TON007.B0101	Human	NA	NA	NA	NA	NA	NA	Tongatapu	NA	2675	54	46.738632522846	8192561
Rampelli2015	PRJNA278393	gut	rural_gut	SRS883034	SRR1930145	10003	Human	NA	NA	NA	NA	NA	NA	Tanzania	NA	7	46	96.8735187013371	32293707
Rampelli2015	PRJNA278393	gut	rural_gut	SRS882242	SRR1929408	10010	Human	NA	NA	NA	NA	NA	NA	Tanzania	NA	7	47	100.55706882141	59780786
Rampelli2015	PRJNA278393	gut	rural_gut	SRS883019	SRR1930121	10014	Human	NA	NA	NA	NA	NA	NA	Tanzania	NA	7	50	99.0133299503546	68361845
Rampelli2015	PRJNA278393	gut	rural_gut	SRS883021	SRR1930123	10017	Human	NA	NA	NA	NA	NA	NA	Tanzania	NA	7	48	99.8815552162442	73937988
Rampelli2015	PRJNA278393	gut	rural_gut	SRS883029	SRR1930141	10024	Human	NA	NA	NA	NA	NA	NA	Tanzania	NA	7	49	100.235510275712	61586196
Sankaranarayanan2015	PRJNA268964	gut	urban_gut	SRS820585	SRR1761677	NO02	Human	NA	NA	NA	NA	NA	NA	USA	NA	7	45	108.622593090153	37320623
Sankaranarayanan2015	PRJNA268964	gut	urban_gut	SRS820590	SRR1761682	NO08	Human	NA	NA	NA	NA	NA	NA	USA	NA	7	47	112.456261717524	28772609
Sankaranarayanan2015	PRJNA268964	gut	urban_gut	SRS820596	SRR1761688	NO14	Human	NA	NA	NA	NA	NA	NA	USA	NA	7	48	111.619204196648	29899673
Sankaranarayanan2015	PRJNA268964	gut	urban_gut	SRS820600	SRR1761692	NO18	Human	NA	NA	NA	NA	NA	NA	USA	NA	7	45	111.726083521105	31439766
Sankaranarayanan2015	PRJNA268964	gut	urban_gut	SRS820605	SRR1761697	NO23	Human	NA	NA	NA	NA	NA	NA	USA	NA	7	47	109.953891289612	35928526
Slon2017	PRJEB18629	sediment	sediment	ERS1600737	ERR1883430	A2423	Soil	NA	NA	NA	NA	NA	NA	Russia	NA	7	49	77.0245061412272	119113
Slon2017	PRJEB18629	sediment	sediment	ERS1600743	ERR1883436	A2424	Soil	NA	NA	NA	NA	NA	NA	Russia	NA	7	45	77.1435979783089	113964
Slon2017	PRJEB18629	sediment	sediment	ERS1600745	ERR1883438	A2425	Soil	NA	NA	NA	NA	NA	NA	Russia	NA	7	50	76.5290658222122	83999
Slon2017	PRJEB18629	sediment	sediment	ERS1600725	ERR1883418	L5603	Soil	NA	NA	NA	NA	NA	NA	Russia	NA	7	47	75.9206339504838	850792
Slon2017	PRJEB18629	sediment	sediment	ERS1600726	ERR1883419	L5604	Soil	NA	NA	NA	NA	NA	NA	Russia	NA	7	42	76.733559932135	872320
Slon2017	PRJEB18629	sediment	sediment	ERS1600727	ERR1883420	L5605	Soil	NA	NA	NA	NA	NA	NA	Russia	NA	7	49	75.9804662461768	683330
Slon2017	PRJEB18629	sediment	sediment	ERS1600728	ERR1883421	L5606	Soil	NA	NA	NA	NA	NA	NA	Russia	NA	7	54	75.8048179888607	626610
Slon2017	PRJEB18629	sediment	sediment	ERS1600729	ERR1883422	L5607	Soil	NA	NA	NA	NA	NA	NA	Russia	NA	7	52	75.826901242587	757452
Slon2017	PRJEB18629	sediment	sediment	ERS1600730	ERR1883423	L5608	Soil	NA	NA	NA	NA	NA	NA	Russia	NA	7	60	76.4751321971671	1126537
Slon2017	PRJEB18629	sediment	sediment	ERS1600731	ERR1883424	L5609	Soil	NA	NA	NA	NA	NA	NA	Russia	NA	7	59	76.5601810172703	871961
Velsko2018	PRJEB30331	calculus	ancient_calculus	ERS2985742	ERR3003613	CS01	Human	NA	NA	NA	NA	NA	NA	England	NA	250	48	79.75471203	9268520
Velsko2018	PRJEB30331	calculus	ancient_calculus	ERS2985743	ERR3003614	CS02	Human	NA	NA	NA	NA	NA	NA	England	NA	250	43	85.27622515	12699450
Velsko2018	PRJEB30331	calculus	ancient_calculus	ERS2985744	ERR3003615	CS03	Human	NA	NA	NA	NA	NA	NA	England	NA	250	41	86.66018646	11667718
Velsko2018	PRJEB30331	calculus	ancient_calculus	ERS2985745	ERR3003616	CS04	Human	NA	NA	NA	NA	NA	NA	England	NA	250	48	105.8034523	9982091
Velsko2018	PRJEB30331	calculus	ancient_calculus	ERS2985746	ERR3003617	CS07	Human	NA	NA	NA	NA	NA	NA	England	NA	250	50	81.81792978	9375837
Velsko2018	PRJEB30331	calculus	ancient_calculus	ERS2985747	ERR3003618	CS08	Human	NA	NA	NA	NA	NA	NA	England	NA	250	50	77.63934391	8676714
Velsko2018	PRJEB30331	calculus	ancient_calculus	ERS2985748	ERR3003619	CS09	Human	NA	NA	NA	NA	NA	NA	England	NA	250	46	83.92403251	13898022
Velsko2018	PRJEB30331	calculus	ancient_calculus	ERS2985749	ERR3003620	CS10	Human	NA	NA	NA	NA	NA	NA	England	NA	250	47	91.61893952	16884003
