accession	ambiguous_bases	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation	gtdb_type_designation_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
RS_GCF_001074035.1	0	100	0	475	o__Lactobacillales (UID544)	267	0	2088339	89.3969638219389	61	1007462	43.1271187129954	2336029	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	8	8	192059	192059	5097	1	2896	NZ_JUWC01000060.1	5097	1	109	NZ_JUWC01000060.1	2895	5347	0	100	AFFL01000011.228.3126	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK1056	38295	38295	f	f	t	115789	115789	Contig	ASM107403v1	na	PRJNA224116	SAMN03197916	61	115789	USA: WA	2015-07-10	GCA_001074035.1	none	full	none	none	none	0	0	Streptococcus sanguinis	2305	na	3	none	none	none	none	none	2015/07/10	0	1305	1	711_SSAN	University of Washington	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2336029	11	27	none	2336029	0	JUWC00000000.1	2254	61	5097	1	none	none	none	none	none	none	1544	NZ_JUWC01000060.1	1544	2846	0	99.935	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	0	14	27	0
RS_GCF_003858565.1	0	100	0.19	475	o__Lactobacillales (UID544)	267	0	2211824	89.2974613198585	59	1064289	42.9682948601023	2476917	RS_GCF_013343115.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_H	not type material	none	f	5	5	457093	457093	5096	1	2895	NZ_RQZI01000030.1	5096	3	109	NZ_RQZI01000030.1	2894	5273	0	99.551	CP000387.18190.21087	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	41981	41981	t	f	f	137360	137360	Contig	ASM385856v1	na	PRJNA224116	SAMN10478698	59	137360	none	2018-12-03	GCA_003858565.1	none	full	none	none	none	0	0	Streptococcus sanguinis	none	na	3	none	none	none	none	none	2018/12/03	0	1305	1	OH953	UC Davis	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2476917	11	53	none	2476917	0	RQZI00000000.1	2420	59	5096	1	none	none	none	none	none	none	1544	NZ_RQZI01000030.1	1544	2846	0	99.935	CP000387.1827860.1829410	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	0	20	53	0
RS_GCF_003943735.1	54	100	0	475	o__Lactobacillales (UID544)	267	0	2132127	89.1138382370889	37	1026071	42.8863706848053	2392588	RS_GCF_003943735.1	t	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_E	not type material	none	f	4	4	464999	464999	2859	3	2632	NZ_RJMV01000025.1	347256	4	109	NZ_RJMV01000002.1	2632	4830	0	99.696	JVCN01000010.1995.4891	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus cristatus	64664	64664	t	f	f	240964	240964	Contig	ASM394373v1	na	PRJNA224116	SAMN09631769	37	240964	none	2018-12-12	GCA_003943735.1	none	full	none	none	none	0	0	Streptococcus sanguinis	none	na	14	none	none	none	none	none	2018/12/12	0	1305	7	BCC04	Clemson University	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2392588	11	50	none	2392588	0	RJMV00000000.1	2331	37	1264	6	none	none	none	none	none	none	1252	NZ_RJMV01000027.1	1252	2283	0	99.361	AFAZ01000011.3210.4745	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK1 = NCTC 7863	0	20	50	0
RS_GCF_003944475.1	32	100	0.44	475	o__Lactobacillales (UID544)	267	0	2110380	89.3387288160347	28	1018809	43.1298315843215	2362223	RS_GCF_003943735.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_E	not type material	none	f	4	4	377605	377605	3854	3	2895	NZ_RJML01000017.1	3854	2	109	NZ_RJML01000017.1	2894	5310	0	99.724	JVCN01000010.1995.4891	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus cristatus	84365	84365	t	f	f	267367	267367	Contig	ASM394447v1	na	PRJNA224116	SAMN09631779	28	267367	none	2018-12-12	GCA_003944475.1	none	full	none	none	none	0	0	Streptococcus sanguinis	none	na	12	none	none	none	none	none	2018/12/12	0	1305	7	KLC03	Clemson University	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2362223	11	53	none	2362223	0	RJML00000000.1	2272	28	1378	3	none	none	none	none	none	none	1364	NZ_RJML01000018.1	1364	2481	0	99.487	AFAZ01000011.3210.4745	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK1 = NCTC 7863	0	20	53	0
RS_GCF_008329445.1	0	100	0.19	475	o__Lactobacillales (UID544)	267	0	2123749	89.6947021078634	10	1019785	43.0697374261589	2367753	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	2	2	966099	966099	5126	1	2896	NZ_VIBR01000008.1	5126	1	109	NZ_VIBR01000008.1	2896	5321	0	99.827	LS483346.2303996.2306894	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis	236775	236775	t	f	f	399279	399279	Contig	ASM832944v1	na	PRJNA224116	SAMN12139124	10	399279	none	2019-09-06	GCA_008329445.1	none	full	none	none	none	0	0	Streptococcus sanguinis	none	na	3	none	none	none	none	none	2019/09/06	0	1305	1	S28	Hangzhou center for disease control and prevention	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2367753	11	41	none	2367753	0	VIBR00000000.1	2291	10	5126	1	none	none	none	none	none	none	1544	NZ_VIBR01000008.1	1544	2830	0	99.741	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	0	19	41	0
RS_GCF_013343115.1	0	100	0.37	475	o__Lactobacillales (UID544)	267	100	2089062	88.5628820194281	1	1021869	43.320716994666	2358846	RS_GCF_013343115.1	t	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_H	not type material	none	f	1	1	2358846	2358846	2358846	4	2895	NZ_CP054570.1	2358846	4	109	NZ_CP054570.1	2895	5347	0	100	AEVH01000020.137.3034	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis VMC66	2358846	2358846	t	f	f	2358846	2358846	Complete Genome	ASM1334311v1	na	PRJNA224116	SAMN11056485	none	none	none	2020-06-15	GCA_013343115.1	none	full	none	none	none	1	0	Streptococcus sanguinis	none	na	12	none	none	none	none	none	2020/06/15	0	1305	4	FDAARGOS_770	US Food and Drug Administration	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2358846	11	60	none	2358846	0	none	2246	1	2358846	4	none	none	none	none	none	none	1544	NZ_CP054570.1	1544	2830	0	99.741	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	0	20	60	0
RS_GCF_003943755.1	67	100	0	475	o__Lactobacillales (UID544)	267	0	2123538	89.6716644300177	21	1021391	43.1319912215025	2368126	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	4	4	382320	382320	95083	1	2895	NZ_RJMW01000010.1	105555	4	109	NZ_RJMW01000009.1	2894	5334	0	99.931	AEXY01000024.1973.4870	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK150	112767	112767	t	f	f	288469	288469	Contig	ASM394375v1	na	PRJNA224116	SAMN09631768	21	288469	none	2018-12-12	GCA_003943755.1	none	full	none	none	none	0	0	Streptococcus sanguinis	none	na	9	none	none	none	none	none	2018/12/12	0	1305	4	BCC03	Clemson University	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2368126	11	46	none	2368126	0	RJMW00000000.1	2295	21	95083	1	none	none	none	none	none	none	1545	NZ_RJMW01000010.1	1536	2837	0	100	AEXY01000024.166.1701	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK150	0	20	46	0
RS_GCF_000195125.1	0	99.81	0	475	o__Lactobacillales (UID544)	267	0	2086624	88.6857480930403	21	1010995	43.1510678981783	2352829	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	4	1	472501	2345023	4954	1	2896	NZ_GL878566.1	2345023	1	109	NZ_GL878565.1	2896	5349	0	100	AFBF01000021.2012.4910	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK1058	111567	588207	f	f	t	186819	2345023	Scaffold	ASM19512v1	na	PRJNA224116	SAMN00253321	21	186819	none	2011-04-08	GCA_000195125.1	none	full	none	blood	none	0	0	Streptococcus sanguinis SK1058	2309	na	3	4	1	2345023	2345023	2345023	2011/04/08	17	1305	1	CCUG 59331;SK1058	Baylor College of Medicine	888822	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis;x__Streptococcus sanguinis SK1058	9909	2352829	11	35	none	2342920	0	AFBF00000000.1	2263	4	4954	1	none	none	none	none	none	none	1544	NZ_GL878566.1	1544	2846	0	99.935	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	9909	17	35	0
RS_GCF_000212795.1	0	99.63	0	475	o__Lactobacillales (UID544)	267	0	2162009	89.034804144837	32	1040787	42.8947297923858	2428274	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	5	1	320263	1435688	5125	1	2896	NZ_GL890980.1	5125	1	109	NZ_GL890980.1	2896	5349	0	100	LS483346.2303996.2306894	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis	75824	269808	f	f	t	135542	1435688	Scaffold	ASM21279v1	na	PRJNA224116	SAMN00253969	32	135542	none	2011-05-11	GCA_000212795.1	none	full	none	blood	none	0	0	Streptococcus sanguinis SK1059	2373	na	3	9	1	1435688	418170	410472	2011/05/11	23	1305	1	SK1059;CCUG 59332	Baylor College of Medicine	888823	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis;x__Streptococcus sanguinis SK1059	1899	2428274	11	35	none	2426375	0	AFFM00000000.1	2339	9	5125	1	none	none	none	none	none	none	1544	NZ_GL890980.1	1544	2852	0	100	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	1899	17	35	0
RS_GCF_001588715.1	0	100	0	475	o__Lactobacillales (UID544)	267	0	2187019	89.16559746343	27	1051331	42.8631652248221	2452761	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	2	2	1063370	1063370	5098	5	2896	NZ_LAWK01000009.1	5098	1	109	NZ_LAWK01000009.1	2896	5337	0	99.931	AB168126.1.2901	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis	90843	90843	t	f	f	382788	382788	Contig	ASM158871v1	na	PRJNA224116	SAMN03480686	27	382788	United Kingdom	2016-03-11	GCA_001588715.1	none	full	none	Subacute bacterial endocarditis	55 N 1.6 W	0	1	Streptococcus sanguinis	2404	na	9	none	none	none	none	none	2016/03/11	0	1305	3	MB451	University of Malaya	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2452761	11	47	none	2452761	0	LAWK00000000.1	2339	27	5098	4	1546	2787	0	99.224	3323740	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	1545	NZ_LAWK01000009.1	1546	2793	0	99.288	CP000387.1827860.1829410	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	0	19	47	0
RS_GCF_001593525.1	0	99.81	1.2	475	o__Lactobacillales (UID544)	267	28.57	2059733	89.452216552803	110	996640	43.2831134448909	2302607	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	type strain of species	LPSN	f	11	11	168045	168045	3719	1	2896	NZ_LBFD01000034.1	3719	1	109	NZ_LBFD01000034.1	2896	5349	0	100	AB168126.1.2901	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis	20932	20932	f	f	t	67061	67061	Contig	ASM159352v1	na	PRJNA224116	SAMN03480625	110	67061	USA	2016-03-17	GCA_001593525.1	none	full	none	Subacute bacterial endocarditis	none	0	0	Streptococcus sanguinis	2311	na	6	none	none	none	none	none	2016/03/17	0	1305	4	NCTC 7863	University of Malaya	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2302607	11	40	assembly from type material	2302607	0	LBFD00000000.1	2268	110	3719	4	none	none	none	none	none	none	320	NZ_LBFD01000034.1	320	592	1.28e-167	100	AFIM01000033.206.1753	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus anginosus SK52 = DSM 20563	0	19	40	0
RS_GCF_003943655.1	262	100	0	475	o__Lactobacillales (UID544)	267	0	2047154	89.3107794407829	67	995569	43.4384553998046	2292169	RS_GCF_003943655.1	t	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_F	not type material	none	f	10	10	269162	269162	4503	3	2896	NZ_RJMM01000045.1	44762	2	109	NZ_RJMM01000020.1	2896	5280	0	99.413	LS483385.1758024.1760922	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis	34211	34211	t	f	f	66357	66357	Contig	ASM394365v1	na	PRJNA224116	SAMN09631778	67	66357	none	2018-12-12	GCA_003943655.1	none	full	none	none	none	0	0	Streptococcus sanguinis	none	na	10	none	none	none	none	none	2018/12/12	0	1305	6	BCC31	Clemson University	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2292169	11	41	none	2292169	0	RJMM00000000.1	2206	67	4503	3	none	none	none	none	none	none	1324	NZ_RJMM01000045.1	1324	2440	0	99.924	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	0	20	41	0
RS_GCF_003943715.1	45	100	0	475	o__Lactobacillales (UID544)	267	0	2130814	89.4425492386226	23	1033278	43.3734545280534	2382327	RS_GCF_013343115.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_H	not type material	none	f	3	3	550175	550175	5101	1	2896	NZ_RJMQ01000017.1	103871	4	109	NZ_RJMQ01000007.1	2897	5312	0	99.758	CP000387.126174.129073	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	103579	103579	t	f	f	385700	385700	Contig	ASM394371v1	na	PRJNA224116	SAMN09631774	23	385700	none	2018-12-12	GCA_003943715.1	none	full	none	none	none	0	0	Streptococcus sanguinis	none	na	10	none	none	none	none	none	2018/12/12	0	1305	5	BCC23	Clemson University	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2382327	11	49	none	2382327	0	RJMQ00000000.1	2298	23	5101	1	none	none	none	none	none	none	1544	NZ_RJMQ01000017.1	1544	2852	0	100	CP000387.1827860.1829410	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	0	20	49	0
GB_GCA_013378335.1	0	99.56	0	475	o__Lactobacillales (UID544)	267	0	2061194	87.7293847901524	1	1005724	42.8060375630296	2349491	GB_GCA_013378335.1	t	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_I	not type material	none	f	1	1	2349491	2349491	2349491	4	2895	CP040556.1	2349491	4	109	CP040556.1	2895	5269	0	99.516	CDMW01000001.1786557.1789454	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis	2349491	2349491	t	f	f	2349491	2349491	Complete Genome	ASM1337833v1	na	PRJNA544156	SAMN11812007	none	none	none	2020-07-01	GCA_013378335.1	none	full	none	none	none	1	0	Streptococcus sanguinis	none	na	12	none	none	none	none	none	2020/07/01	0	1305	4	CGMH010	Chang Gung University	1305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	0	2349491	11	59	none	2349491	0	none	2347	1	2349491	4	none	none	none	none	none	none	1545	CP040556.1	1545	2832	0	99.741	CP000387.1827860.1829410	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	0	20	59	0
GB_GCA_905212325.1	0	97.08	0.75	475	o__Lactobacillales (UID544)	267	50	2042246	89.8915445222061	113	978753	43.0808134160835	2271900	RS_GCF_013343115.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_H	not type material	none	f	14	14	135163	135163	none	0	none	none	none	0	none	none	none	none	none	none	none	none	20105	20105	f	f	t	42690	42690	Contig	SRR413738-mag-bin.21	na	PRJEB37358	SAMEA7848085	113	42690	none	2021-02-04	GCA_905212325.1	derived from metagenome	full	SRR413738-bin.21	none	none	0	none	uncultured Streptococcus sp.	none	na	none	none	none	none	none	none	2021/02/04	0	83427	none	SRR413738-bin.21	EMG	83427	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;x__environmental samples;s__uncultured Streptococcus sp.	0	2271900	none	none	none	2271900	0	CAJMDY000000000.1	2235	113	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	8	13	0
RS_GCF_000192275.1	0	100	0	475	o__Lactobacillales (UID544)	267	0	2079943	89.1199167048722	15	1007657	43.3151216073317	2333870	RS_GCF_000194945.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	not type material	none	f	3	1	542852	2326485	2930	1	2835	NZ_GL872448.1	2326485	1	109	NZ_GL872447.1	2834	5234	0	100	AEXZ01000012.1.2837	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK160	155089	466774	t	f	f	304538	2326485	Scaffold	ASM19227v1	na	PRJNA224116	SAMN00253316	15	304538	none	2011-03-16	GCA_000192275.1	none	full	none	oral cavity	none	0	0	Streptococcus sanguinis SK160	2259	na	3	5	1	2326485	2326485	2326485	2011/03/16	10	1305	1	SK160;CCUG 59321	Baylor College of Medicine	888812	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis;x__Streptococcus sanguinis SK160	7530	2333870	11	49	none	2326340	0	AEXZ00000000.1	2213	5	1868	1	none	none	none	none	none	none	1544	NZ_GL872449.1	1544	2841	0	99.87	CP000387.124363.125913	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis SK36	7530	20	49	0
